CustomerKey;Title;FirstName;MiddleName;LastName;NameStyle;BirthDate;MaritalStatus;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;City;StateProvinceCode;StateProvinceName;CountryRegionCode;CountryRegionName;PostalCode;SalesTerritoryKey;Phone;DateFirstPurchase;CommuteDistance
11018;;Clarence;D;Rai;FALSE;09/10/1944;S;M;clarence32@adventure-works.com;30000;2;0;Partial College;Clerical;1;2;244 Rivewview;;Bendigo;VIC;Victoria;AU;Australia;3550;9;1 (11) 500 555-0137;20/07/2005;5-10 Miles
11019;;Luke;L;Lal;FALSE;07/03/1978;S;M;luke18@adventure-works.com;40000;0;0;High School;Skilled Manual;0;2;7832 Landing Dr;;Langley;BC;British Columbia;CA;Canada;V3A 4R2;6;262-555-0112;16/08/2007;5-10 Miles
11020;;Jordan;C;King;FALSE;20/09/1978;S;M;jordan73@adventure-works.com;40000;0;0;High School;Skilled Manual;0;2;7156 Rose Dr.;;Metchosin;BC;British Columbia;CA;Canada;V9;6;550-555-0163;02/07/2007;1-2 Miles
11021;;Destiny;;Wilson;FALSE;03/09/1978;S;F;destiny7@adventure-works.com;40000;0;0;Partial College;Skilled Manual;0;1;8148 W. Lake Dr.;;Beaverton;OR;Oregon;US;United States;97005;1;622-555-0158;27/07/2007;1-2 Miles
11022;;Ethan;G;Zhang;FALSE;12/10/1978;M;M;ethan20@adventure-works.com;40000;0;0;Partial College;Skilled Manual;1;1;1769 Nicholas Drive;;Bellingham;WA;Washington;US;United States;98225;1;589-555-0185;24/07/2007;5-10 Miles
11023;;Seth;M;Edwards;FALSE;11/10/1978;M;M;seth46@adventure-works.com;40000;0;0;Partial College;Skilled Manual;1;1;4499 Valley Crest;;Bellflower;CA;California;US;United States;90706;4;452-555-0188;21/08/2007;1-2 Miles
11024;;Russell;;Xie;FALSE;17/09/1978;M;M;russell7@adventure-works.com;60000;0;0;Partial College;Skilled Manual;1;2;8734 Oxford Place;;Concord;CA;California;US;United States;94519;4;746-555-0186;29/12/2007;5-10 Miles
11025;;Alejandro;;Beck;FALSE;23/12/1945;M;M;alejandro45@adventure-works.com;10000;2;1;Partial High School;Clerical;1;2;2596 Franklin Canyon Road;;Hawthorne;QLD;Queensland;AU;Australia;4171;9;1 (11) 500 555-0178;09/07/2005;1-2 Miles
11026;;Harold;;Sai;FALSE;03/04/1946;S;M;harold3@adventure-works.com;30000;2;0;Partial College;Clerical;0;2;8211 Leeds Ct.;;Goulburn;NSW;New South Wales;AU;Australia;2580;9;1 (11) 500 555-0131;26/07/2005;1-2 Miles
11027;;Jessie;R;Zhao;FALSE;07/12/1946;M;M;jessie16@adventure-works.com;30000;2;0;Partial College;Clerical;1;2;213 Valencia Place;;Warrnambool;VIC;Victoria;AU;Australia;3280;9;1 (11) 500 555-0184;19/07/2005;5-10 Miles
11028;;Jill;;Jimenez;FALSE;11/04/1946;M;F;jill13@adventure-works.com;30000;2;0;Partial College;Clerical;1;2;9111 Rose Ann Ave;;St. Leonards;NSW;New South Wales;AU;Australia;2065;9;1 (11) 500 555-0116;29/07/2005;1-2 Miles
11029;;Jimmy;L;Moreno;FALSE;21/12/1946;M;M;jimmy9@adventure-works.com;30000;2;0;Partial College;Clerical;1;2;6385 Mark Twain;;Bendigo;VIC;Victoria;AU;Australia;3550;9;1 (11) 500 555-0146;22/07/2005;1-2 Miles
11030;;Bethany;G;Yuan;FALSE;22/02/1947;M;F;bethany10@adventure-works.com;10000;2;1;Partial High School;Clerical;1;2;636 Vine Hill Way;;Cloverdale;SA;South Australia;AU;Australia;6105;9;1 (11) 500 555-0182;08/08/2005;1-2 Miles
11031;;Theresa;G;Ramos;FALSE;22/08/1947;M;F;theresa13@adventure-works.com;20000;4;0;High School;Skilled Manual;1;2;6465 Detroit Ave.;;Matraville;NSW;New South Wales;AU;Australia;2036;9;1 (11) 500 555-0195;04/08/2005;1-2 Miles
11032;;Denise;;Stone;FALSE;11/06/1947;M;F;denise10@adventure-works.com;20000;4;0;High School;Skilled Manual;1;2;626 Bentley Street;;Melbourne;VIC;Victoria;AU;Australia;3000;9;1 (11) 500 555-0169;21/08/2005;1-2 Miles
11033;;Jaime;;Nath;FALSE;23/09/1947;M;M;jaime41@adventure-works.com;20000;4;0;High School;Skilled Manual;1;2;5927 Rainbow Dr;;Milsons Point;NSW;New South Wales;AU;Australia;2061;9;1 (11) 500 555-0137;18/08/2005;5-10 Miles
11034;;Ebony;;Gonzalez;FALSE;19/06/1947;M;F;ebony19@adventure-works.com;20000;4;0;High School;Skilled Manual;1;2;5167 Condor Place;;North Sydney;NSW;New South Wales;AU;Australia;2055;9;1 (11) 500 555-0136;04/08/2005;5-10 Miles
11035;;Wendy;;Dominguez;FALSE;24/02/1948;M;F;wendy12@adventure-works.com;10000;2;1;Partial High School;Clerical;1;2;1873 Mt. Whitney Dr;;Cranbourne;VIC;Victoria;AU;Australia;3977;9;1 (11) 500 555-0177;09/08/2005;1-2 Miles
11036;;Jennifer;C;Russell;FALSE;18/12/1978;M;F;jennifer93@adventure-works.com;60000;0;0;Partial College;Skilled Manual;1;2;3981 Augustine Drive;;National City;CA;California;US;United States;91950;4;115-555-0183;26/07/2007;1-2 Miles
11037;;Chloe;M;Garcia;FALSE;27/11/1977;S;F;chloe27@adventure-works.com;40000;0;0;Partial High School;Clerical;0;2;8915 Woodside Way;;Cliffside;BC;British Columbia;CA;Canada;V8Y 1L1;6;229-555-0112;24/07/2007;5-10 Miles
11038;;Diana;F;Hernandez;FALSE;23/03/1948;M;F;diana2@adventure-works.com;10000;2;1;Partial High School;Clerical;1;2;8357 Sandy Cove Lane;;Lavender Bay;NSW;New South Wales;AU;Australia;2060;9;1 (11) 500 555-0114;10/08/2005;5-10 Miles
11039;;Marc;J;Martin;FALSE;17/12/1948;M;M;marc3@adventure-works.com;30000;3;0;Partial College;Clerical;1;2;9353 Creekside Dr.;;Wollongong;NSW;New South Wales;AU;Australia;2500;9;1 (11) 500 555-0183;10/08/2005;5-10 Miles
11040;;Jesse;;Murphy;FALSE;01/08/1977;M;M;jesse15@adventure-works.com;30000;0;0;Partial College;Skilled Manual;1;2;3350 Kingswood Circle;;Tacoma;WA;Washington;US;United States;98403;1;961-555-0176;05/10/2007;1-2 Miles
11041;;Amanda;M;Carter;FALSE;16/10/1977;M;F;amanda53@adventure-works.com;60000;0;0;Partial College;Skilled Manual;1;2;5826 Escobar;;Glendale;CA;California;US;United States;91203;4;295-555-0145;18/07/2007;1-2 Miles
11042;;Megan;J;Sanchez;FALSE;13/06/1977;M;F;megan28@adventure-works.com;70000;0;0;Partial College;Skilled Manual;1;2;1397 Paraiso Ct.;;Los Angeles;CA;California;US;United States;90012;4;404-555-0199;25/07/2007;0-1 Miles
11043;;Nathan;M;Simmons;FALSE;24/02/1976;M;M;nathan11@adventure-works.com;60000;0;0;Partial College;Skilled Manual;1;2;1170 Shaw Rd;;Glendale;CA;California;US;United States;91203;4;296-555-0181;09/11/2007;5-10 Miles
11044;;Adam;L;Flores;FALSE;24/05/1949;M;M;adam10@adventure-works.com;20000;2;1;Partial High School;Clerical;1;2;6935 Candle Dr;;Hervey Bay;QLD;Queensland;AU;Australia;4655;9;1 (11) 500 555-0163;31/08/2005;1-2 Miles
11045;;Leonard;G;Nara;FALSE;19/05/1950;S;M;leonard18@adventure-works.com;30000;3;0;High School;Skilled Manual;0;2;7466 La Vista Ave.;;Matraville;NSW;New South Wales;AU;Australia;2036;9;1 (11) 500 555-0151;12/10/2007;1-2 Miles
11046;;Christine;;Yuan;FALSE;22/03/1950;M;F;christine4@adventure-works.com;30000;3;0;High School;Skilled Manual;1;2;2356 Orange St;;Lavender Bay;NSW;New South Wales;AU;Australia;2060;9;1 (11) 500 555-0113;09/08/2005;5-10 Miles
11047;;Jaclyn;D;Lu;FALSE;27/02/1950;M;F;jaclyn12@adventure-works.com;30000;3;0;High School;Skilled Manual;0;2;2812 Mazatlan;;Geelong;VIC;Victoria;AU;Australia;3220;9;1 (11) 500 555-0137;06/08/2005;1-2 Miles
11048;;Jeremy;;Powell;FALSE;22/11/1950;M;M;jeremy26@adventure-works.com;30000;3;0;High School;Skilled Manual;1;2;1803 Potomac Dr.;;Sunbury;VIC;Victoria;AU;Australia;3429;9;1 (11) 500 555-0183;13/08/2005;5-10 Miles
11049;;Carol;C;Rai;FALSE;18/07/1980;S;F;carol8@adventure-works.com;40000;0;0;Partial High School;Clerical;1;2;6064 Madrid;;Chula Vista;CA;California;US;United States;91910;4;654-555-0180;10/09/2007;5-10 Miles
11050;;Alan;;Zheng;FALSE;07/09/1951;M;M;alan23@adventure-works.com;30000;3;0;High School;Skilled Manual;1;2;2741 Gainborough Dr.;;Hobart;TAS;Tasmania;AU;Australia;7001;9;1 (11) 500 555-0135;23/08/2005;5-10 Miles
11051;;Daniel;;Johnson;FALSE;04/08/1951;S;M;daniel18@adventure-works.com;30000;3;0;High School;Skilled Manual;0;2;8085 Sunnyvale Avenue;;Caloundra;QLD;Queensland;AU;Australia;4551;9;1 (11) 500 555-0155;01/07/2008;1-2 Miles
11052;;Heidi;;Lopez;FALSE;07/08/1951;S;F;heidi19@adventure-works.com;40000;2;0;Partial College;Clerical;0;2;2514 Via Cordona;;Matraville;NSW;New South Wales;AU;Australia;2036;9;1 (11) 500 555-0168;20/08/2005;5-10 Miles
11053;;Ana;E;Price;FALSE;20/08/1980;M;F;ana0@adventure-works.com;60000;0;0;Partial College;Skilled Manual;0;2;1660 Stonyhill Circle;;San Diego;CA;California;US;United States;92102;4;859-555-0113;21/07/2007;1-2 Miles
11054;;Deanna;;Munoz;FALSE;10/03/1952;M;F;deanna33@adventure-works.com;40000;2;0;Partial College;Skilled Manual;1;2;5825 B Way;;Geelong;VIC;Victoria;AU;Australia;3220;9;1 (11) 500 555-0192;06/08/2005;5-10 Miles
11055;;Gilbert;;Raje;FALSE;05/03/1952;M;M;gilbert35@adventure-works.com;40000;2;0;Partial College;Skilled Manual;1;2;8811 The Trees Dr.;;East Brisbane;QLD;Queensland;AU;Australia;4169;9;1 (11) 500 555-0129;03/08/2005;5-10 Miles
11056;;Michele;L;Nath;FALSE;03/04/1953;M;F;michele19@adventure-works.com;40000;3;0;Partial College;Skilled Manual;1;2;5464 Janin Pl.;;Newcastle;NSW;New South Wales;AU;Australia;2300;9;1 (11) 500 555-0178;29/08/2005;5-10 Miles
11057;;Carl;J;Andersen;FALSE;12/10/1953;M;M;carl12@adventure-works.com;70000;2;0;Graduate Degree;Management;1;2;6930 Lake Nadine Place;;Lane Cove;NSW;New South Wales;AU;Australia;1597;9;1 (11) 500 555-0181;25/08/2005;1-2 Miles
11058;;Marc;;Diaz;FALSE;27/04/1954;M;M;marc6@adventure-works.com;80000;2;0;Partial College;Skilled Manual;1;2;6645 Sinaloa;;Findon;SA;South Australia;AU;Australia;5023;9;1 (11) 500 555-0149;09/09/2005;1-2 Miles
11059;;Ashlee;J;Andersen;FALSE;01/04/1954;S;F;ashlee19@adventure-works.com;80000;2;0;Partial College;Skilled Manual;1;2;8255 Highland Road;;Townsville;QLD;Queensland;AU;Australia;4810;9;1 (11) 500 555-0112;22/08/2007;5-10 Miles
11060;;Jon;L;Zhou;FALSE;17/03/1954;M;M;jon28@adventure-works.com;80000;2;0;Partial College;Skilled Manual;1;2;6574 Hemlock Ave.;;Warrnambool;VIC;Victoria;AU;Australia;3280;9;1 (11) 500 555-0174;19/09/2005;5-10 Miles
11061;;Todd;M;Gao;FALSE;27/02/1954;M;M;todd14@adventure-works.com;80000;2;0;Partial College;Skilled Manual;1;2;8808 Geneva Ave;;Gold Coast;QLD;Queensland;AU;Australia;4217;9;1 (11) 500 555-0191;13/09/2005;5-10 Miles
11062;;Noah;D;Powell;FALSE;02/09/1975;M;M;noah5@adventure-works.com;40000;0;0;High School;Skilled Manual;1;2;9794 Marion Ct;;Portland;OR;Oregon;US;United States;97205;1;767-555-0113;11/07/2007;5-10 Miles
11063;;Angela;;Murphy;FALSE;07/04/1975;S;F;angela41@adventure-works.com;40000;0;0;High School;Skilled Manual;1;2;4927 Virgil Street;# 21;Redmond;WA;Washington;US;United States;98052;1;451-555-0162;16/07/2007;5-10 Miles
11064;;Chase;;Reed;FALSE;07/12/1975;M;M;chase21@adventure-works.com;40000;0;0;High School;Skilled Manual;1;2;2721 Alexander Pl.;;Downey;CA;California;US;United States;90241;4;892-555-0184;29/07/2007;5-10 Miles
11065;;Jessica;;Henderson;FALSE;09/10/1973;M;F;jessica29@adventure-works.com;60000;0;0;Partial College;Skilled Manual;0;2;9343 Ironwood Way;;La Jolla;CA;California;US;United States;92806;4;278-555-0186;14/08/2007;1-2 Miles
11066;;Grace;T;Butler;FALSE;27/11/1973;M;F;grace62@adventure-works.com;70000;0;0;Partial College;Professional;1;2;4739 Garden Ave.;;Lebanon;OR;Oregon;US;United States;97355;1;712-555-0141;02/12/2007;5-10 Miles
11067;;Caleb;F;Carter;FALSE;25/09/1976;S;M;caleb40@adventure-works.com;60000;0;0;Partial College;Professional;1;2;9563 Pennsylvania Blvd.;;Port Orchard;WA;Washington;US;United States;98366;1;944-555-0167;19/02/2008;5-10 Miles
11068;;Tiffany;;Liang;FALSE;23/09/1955;S;F;tiffany17@adventure-works.com;80000;2;0;High School;Skilled Manual;1;2;3608 Sinclair Avenue;# 701;Warrnambool;VIC;Victoria;AU;Australia;3280;9;1 (11) 500 555-0177;01/11/2007;5-10 Miles
11069;;Carolyn;;Navarro;FALSE;21/09/1955;S;F;carolyn30@adventure-works.com;80000;2;0;High School;Skilled Manual;0;2;4606 Springwood Court;;Gold Coast;QLD;Queensland;AU;Australia;4217;9;1 (11) 500 555-0145;18/10/2005;1-2 Miles
11070;;Willie;T;Raji;FALSE;05/04/1955;M;M;willie40@adventure-works.com;80000;2;0;High School;Skilled Manual;1;2;6260 Vernal Drive;;Sunbury;VIC;Victoria;AU;Australia;3429;9;1 (11) 500 555-0151;29/10/2005;5-10 Miles
11071;;Linda;;Serrano;FALSE;26/06/1955;S;F;linda31@adventure-works.com;80000;2;0;High School;Skilled Manual;1;2;9808 Shaw Rd.;;Hawthorne;QLD;Queensland;AU;Australia;4171;9;1 (11) 500 555-0130;02/09/2007;5-10 Miles
11072;;Casey;;Luo;FALSE;06/02/1955;S;F;casey6@adventure-works.com;80000;2;0;High School;Skilled Manual;0;2;9513 Roslyn Drive;;St. Leonards;NSW;New South Wales;AU;Australia;2065;9;1 (11) 500 555-0125;01/10/2005;1-2 Miles
11073;;Amy;;Ye;FALSE;14/08/1956;S;F;amy16@adventure-works.com;70000;2;0;High School;Skilled Manual;1;2;2262 Kirkwood Ct.;;Springwood;NSW;New South Wales;AU;Australia;2777;9;1 (11) 500 555-0185;24/09/2007;5-10 Miles
11074;;Levi;A;Arun;FALSE;28/08/1956;S;M;levi6@adventure-works.com;70000;2;0;High School;Skilled Manual;1;2;4661 Bluetail;;Cloverdale;SA;South Australia;AU;Australia;6105;9;1 (11) 500 555-0127;24/09/2007;5-10 Miles
11075;;Felicia;L;Jimenez;FALSE;16/11/1957;S;F;felicia4@adventure-works.com;80000;2;0;High School;Professional;1;2;786 Eastgate Ave;;Bendigo;VIC;Victoria;AU;Australia;3550;9;1 (11) 500 555-0165;29/10/2005;5-10 Miles
11076;;Blake;;Anderson;FALSE;13/07/1957;S;M;blake9@adventure-works.com;80000;2;0;High School;Professional;1;2;5436 Clear;# 101;Wollongong;NSW;New South Wales;AU;Australia;2500;9;1 (11) 500 555-0113;22/10/2005;5-10 Miles
11077;;Leah;;Ye;FALSE;19/09/1957;S;F;leah7@adventure-works.com;80000;2;0;High School;Professional;0;2;1291 Arguello Blvd.;;Melton;VIC;Victoria;AU;Australia;3337;9;1 (11) 500 555-0154;16/10/2005;1-2 Miles
11078;;Gina;E;Martin;FALSE;10/01/1974;S;F;gina1@adventure-works.com;40000;0;0;High School;Professional;0;2;1349 Sol St.;;Cliffside;BC;British Columbia;CA;Canada;V8Y 1L1;6;196-555-0114;19/08/2007;1-2 Miles
11079;;Donald;;Gonzalez;FALSE;11/03/1959;S;M;donald20@adventure-works.com;160000;0;0;Graduate Degree;Management;1;2;4236 Malibu Place;;Geelong;VIC;Victoria;AU;Australia;3220;9;1 (11) 500 555-0137;16/09/2007;0-1 Miles
11080;;Damien;;Chander;FALSE;17/07/1959;M;M;damien32@adventure-works.com;170000;0;0;Graduate Degree;Management;1;2;9941 Stonehedge Dr.;;Perth;SA;South Australia;AU;Australia;6006;9;1 (11) 500 555-0111;11/10/2005;0-1 Miles
11081;;Savannah;C;Baker;FALSE;24/07/1966;M;F;savannah39@adventure-works.com;120000;2;2;Bachelors;Management;1;3;1210 Trafalgar Circle;;Concord;CA;California;US;United States;94519;4;478-555-0117;16/08/2007;2-5 Miles
11082;;Angela;L;Butler;FALSE;04/08/1966;S;F;angela17@adventure-works.com;130000;0;1;Graduate Degree;Management;0;3;6040 Listing Ct;;Fremont;CA;California;US;United States;94536;4;579-555-0195;26/07/2007;1-2 Miles
11083;;Alyssa;F;Cox;FALSE;15/03/1966;M;F;alyssa37@adventure-works.com;130000;0;1;Graduate Degree;Management;1;3;867 La Orinda Place;;Lincoln Acres;CA;California;US;United States;91950;4;561-555-0140;10/07/2007;1-2 Miles
11084;;Lucas;;Phillips;FALSE;12/09/1957;S;M;lucas7@adventure-works.com;80000;2;0;Partial High School;Skilled Manual;0;2;8668 St. Celestine Court;;Lebanon;OR;Oregon;US;United States;97355;1;863-555-0172;08/07/2007;1-2 Miles
11085;;Emily;;Johnson;FALSE;19/07/1957;S;F;emily1@adventure-works.com;60000;2;0;High School;Professional;0;2;7926 Stephanie Way;;Newport Beach;CA;California;US;United States;92625;4;850-555-0184;08/06/2008;5-10 Miles
11086;;Ryan;;Brown;FALSE;23/12/1957;M;M;ryan43@adventure-works.com;70000;2;1;Partial College;Professional;1;0;2939 Wesley Ct.;;Santa Monica;CA;California;US;United States;90401;4;539-555-0198;03/01/2008;0-1 Miles
11087;;Tamara;L;Liang;FALSE;03/10/1957;M;F;tamara6@adventure-works.com;70000;3;2;Partial College;Professional;0;0;3791 Rossmor Parkway;;Chula Vista;CA;California;US;United States;91910;4;178-555-0152;29/08/2007;0-1 Miles
11088;;Hunter;;Davis;FALSE;25/11/1957;M;M;hunter64@adventure-works.com;80000;2;1;Bachelors;Management;1;0;4308 Sand Pointe Lane;;San Diego;CA;California;US;United States;92102;4;612-555-0141;17/07/2007;2-5 Miles
11089;;Abigail;M;Price;FALSE;05/02/1957;S;F;abigail25@adventure-works.com;80000;2;1;Bachelors;Management;1;1;2685 Blackburn Ct;;Long Beach;CA;California;US;United States;90802;4;532-555-0117;02/07/2007;2-5 Miles
11090;;Trevor;;Bryant;FALSE;17/12/1957;S;M;trevor18@adventure-works.com;90000;2;0;Partial College;Professional;1;1;5781 Sharon Dr.;;Los Angeles;CA;California;US;United States;90012;4;853-555-0174;07/02/2006;2-5 Miles
11091;;Dalton;;Perez;FALSE;04/04/1957;M;M;dalton37@adventure-works.com;90000;2;0;Partial College;Professional;1;1;6083 San Jose;;Haney;BC;British Columbia;CA;Canada;V2W 1W2;6;559-555-0115;02/08/2007;5-10 Miles
11092;;Cheryl;A;Diaz;FALSE;06/05/1967;M;F;cheryl4@adventure-works.com;90000;2;2;Bachelors;Professional;1;0;7297 Kaywood Drive;;East Brisbane;QLD;Queensland;AU;Australia;4169;9;1 (11) 500 555-0192;09/10/2005;1-2 Miles
11093;;Aimee;A;He;FALSE;10/09/1967;M;F;aimee13@adventure-works.com;100000;0;0;Graduate Degree;Management;1;0;1833 Olympic Drive;;Wollongong;NSW;New South Wales;AU;Australia;2500;9;1 (11) 500 555-0161;08/10/2005;0-1 Miles
11094;;Cedric;W;Ma;FALSE;01/04/1962;S;M;cedric15@adventure-works.com;70000;1;0;Partial College;Skilled Manual;0;1;3407 Oak Brook Place;;Cranbourne;VIC;Victoria;AU;Australia;3977;9;1 (11) 500 555-0115;09/10/2007;0-1 Miles
11095;;Chad;;Kumar;FALSE;01/09/1962;S;M;chad9@adventure-works.com;70000;1;0;Partial College;Skilled Manual;1;1;1681 Lighthouse Way;;Port Macquarie;NSW;New South Wales;AU;Australia;2444;9;1 (11) 500 555-0151;02/10/2005;5-10 Miles
11096;;Andr?s;;Anand;FALSE;10/08/1962;M;M;andr?s18@adventure-works.com;60000;1;0;Bachelors;Professional;1;1;5423 Los Gatos Ct.;;North Sydney;NSW;New South Wales;AU;Australia;2055;9;1 (11) 500 555-0184;12/10/2005;5-10 Miles
11097;;Edwin;R;Nara;FALSE;27/10/1961;M;M;edwin39@adventure-works.com;60000;1;0;Partial College;Skilled Manual;1;1;719 William Way;;Warrnambool;VIC;Victoria;AU;Australia;3280;9;1 (11) 500 555-0112;05/10/2005;5-10 Miles
11098;;Mallory;S;Rubio;FALSE;01/05/1961;S;F;mallory7@adventure-works.com;60000;1;0;Partial College;Skilled Manual;0;1;6452 Harris Circle;;Rhodes;NSW;New South Wales;AU;Australia;2138;9;1 (11) 500 555-0157;15/08/2007;0-1 Miles
11099;;Adam;;Ross;FALSE;08/03/1961;M;M;adam2@adventure-works.com;60000;1;0;Bachelors;Professional;1;1;4378 Westminster Place;;Port Macquarie;NSW;New South Wales;AU;Australia;2444;9;1 (11) 500 555-0186;08/10/2005;0-1 Miles
11100;;Latasha;L;Navarro;FALSE;15/09/1960;S;F;latasha10@adventure-works.com;60000;1;0;Partial College;Skilled Manual;1;1;6954 Ranch Road;;Cloverdale;SA;South Australia;AU;Australia;6105;9;1 (11) 500 555-0123;17/10/2005;5-10 Miles
11101;;Abby;L;Sai;FALSE;08/05/1965;S;F;abby4@adventure-works.com;70000;0;0;Bachelors;Professional;0;1;7074 N. Spoonwood Court;;Cranbourne;VIC;Victoria;AU;Australia;3977;9;1 (11) 500 555-0174;30/10/2005;0-1 Miles
11102;;Julia;L;Nelson;FALSE;21/04/1965;S;F;julia7@adventure-works.com;80000;5;5;Bachelors;Professional;1;4;2196 Coat Ct.;;Sydney;NSW;New South Wales;AU;Australia;1002;9;1 (11) 500 555-0124;17/01/2008;1-2 Miles
11103;;Cassie;;Chande;FALSE;17/10/1964;S;F;cassie13@adventure-works.com;70000;0;0;Bachelors;Professional;1;1;9448 San Marino Ct.;;Darlinghurst;NSW;New South Wales;AU;Australia;2010;9;1 (11) 500 555-0166;16/10/2005;5-10 Miles
11104;;Edgar;A;Sara;FALSE;11/03/1964;M;M;edgar11@adventure-works.com;70000;0;0;Bachelors;Professional;0;1;6127 Lilly Lane;;Gold Coast;QLD;Queensland;AU;Australia;4217;9;1 (11) 500 555-0125;04/11/2005;0-1 Miles
